Name,Start,End,Size
FUN_0021a6a0,0x0021A6A0,0x0021A6AC,12
FUN_0021a8a8,0x0021A8A8,0x0021AB30,232
FUN_0021a948,0x0021A948,0x0021A954,12
FUN_0021a9b8,0x0021A9B8,0x0021A9CC,20
Em0c_R0_init,0x0021B060,0x0021B06C,12
Em0c_R0_move,0x0021BD90,0x0021BD94,4
Em0c_R1_br_mv00,0x0021C340,0x0021C38C,76
Em0c_R1_mv00,0x0021C3B0,0x0021C41C,100
Em0c_R1_br_mv01,0x0021C430,0x0021C438,8
FUN_0021c500,0x0021C500,0x0021C858,512
FUN_0021c860,0x0021C860,0x0021C97C,284
Em0c_R1_mv01,0x0021C9A0,0x0021CBFC,476
Em0c_R1_br_mv02,0x0021CC50,0x0021CC58,8
FUN_0021ce30,0x0021CE30,0x0021CEB0,72
FUN_0021ceb8,0x0021CEB8,0x0021CF00,72
FUN_0021cf00,0x0021CF00,0x0021CFAC,172
Em0c_R1_mv02,0x0021CFD0,0x0021CFE0,16
Em0c_R1_br_mv03,0x0021D550,0x0021D558,8
FUN_0021d900,0x0021D900,0x0021D944,68
Em0c_R1_mv03,0x0021D960,0x0021DB70,352
FUN_0021db70,0x0021DB70,0x0021DB78,8
Em0c_R1_br_mv04,0x0021DBD0,0x0021DBD8,8
Em0c_R1_mv04,0x0021DBE0,0x0021DBE8,8
Em0c_R1_br_mv05,0x0021DBF0,0x0021DBF8,8
Em0c_R1_mv05,0x0021DC00,0x0021DC08,8
Em0c_R1_br_mv06,0x0021DEB0,0x0021DEB8,8
Em0c_R1_mv06,0x0021DEC0,0x0021DEC8,8
Em0c_R1_br_mv07,0x0021DED0,0x0021DED8,8
Em0c_R1_mv07,0x0021DEE0,0x0021DEE8,8
Em0c_R1_br_mv08,0x0021DEF0,0x0021DEF8,8
Em0c_R1_mv08,0x0021DF00,0x0021DF04,4
Em0c_R1_br_mv09,0x0021E520,0x0021E528,8
Em0c_R1_mv09,0x0021E530,0x0021E534,4
Em0c_R1_br_mv0a,0x0021ED50,0x0021ED54,4
Em0c_R1_mv0a,0x0021EE40,0x0021EE50,16
FUN_0021f470,0x0021F470,0x0021F5DC,264
FUN_0021f6f0,0x0021F6F0,0x0021F85C,352
FUN_0021fa00,0x0021FA00,0x0021FA08,8
Em0c_R1_br_mv0b,0x0021FAF0,0x0021FB00,16
FUN_0021fb00,0x0021FB00,0x0021FBA4,164
Em0c_R1_mv0b,0x0021FBC0,0x0021FE14,444
Em0c_R1_br_mv0c,0x0021FE30,0x0021FE7C,76
Em0c_R1_mv0c,0x0021FEB0,0x0021FEB4,4
FUN_00220110,0x00220110,0x00220504,140
Em0c_R1_br_mv0d,0x00220520,0x00220528,8
Em0c_R1_mv0d,0x00220530,0x00220534,4
FUN_00220850,0x00220850,0x00220868,24
FUN_00220e20,0x00220E20,0x00220F90,368
Em0c_R1_br_mv10,0x00220FB0,0x00220FB8,8
Em0c_R1_mv10,0x00220FC0,0x00220FD0,16
Em0c_R1_br_mv11,0x00221300,0x00221308,8
Em0c_R1_mv11,0x00221310,0x00221314,4
FUN_002215e0,0x002215E0,0x002215F0,16
Em0c_R1_br_mv12,0x00221610,0x00221618,8
Em0c_R1_mv12,0x00221620,0x00221624,4
FUN_00221850,0x00221850,0x00221851,1
Em0c_R1_br_mv13,0x00221860,0x00221868,8
Em0c_R1_mv13,0x00221870,0x00221878,8
Em0c_R1_br_mv14,0x00221F60,0x00221F68,8
Em0c_R1_mv14,0x00221F70,0x00221F74,4
Em0c_R1_br_mv15,0x00222320,0x00222328,8
Em0c_R1_mv15,0x00222330,0x002223C0,140
Em0c_R1_br_mv16,0x002224C0,0x002224C8,8
Em0c_R1_mv16,0x002224D0,0x00222550,124
Em0c_R1_br_mv17,0x002225B0,0x002225B8,8
Em0c_R1_mv17,0x002225C0,0x00222780,280
Em0c_R1_br_mv18,0x002227F0,0x00222870,128
Em0c_R1_mv18,0x002228B0,0x002228B4,4
FUN_00222af0,0x00222AF0,0x00222B1C,44
Em0c_R0_damage,0x00222BC0,0x00222BE0,32
Em0c_R1_dm00,0x00222BE0,0x00222D78,112
Em0c_R1_dm01,0x00222DF0,0x00222DF4,4
FUN_00223120,0x00223120,0x00223190,112
FUN_00223190,0x00223190,0x002231E0,80
FUN_002231e0,0x002231E0,0x00223218,56
Em0c_R1_dm02,0x00223230,0x0022323C,12
FUN_00223730,0x00223730,0x00223744,20
FUN_00223790,0x00223790,0x002238AC,156
FUN_002237d0,0x002237D0,0x00223800,48
Em0c_R1_dm03,0x00223920,0x0022392C,12
FUN_002239a0,0x002239A0,0x002239E8,72
FUN_002239f0,0x002239F0,0x00223A40,68
Em0c_R0_die,0x00223DC0,0x00223DE0,32
Em0c_R1_die00,0x00223DE0,0x00223DE8,8
Em0c_R0_reset,0x002242D0,0x002242F4,36
Em0c_R1_reset00,0x00224300,0x002245B0,424
Em0c_R1_reset01,0x00224600,0x00224878,376
FUN_00224660,0x00224660,0x002246A0,64
FUN_002246a0,0x002246A0,0x002246B0,16
FUN_00224710,0x00224710,0x00224734,36
FUN_00224890,0x00224890,0x002248B0,32
Em0c_R1_reset02,0x00224900,0x00224908,8
Em0c_R1_reset03,0x00224910,0x00224918,8
Em0c_kama_init,0x00224920,0x00224940,32
FUN_00224940,0x00224940,0x00224958,24
Em0c_kama_move,0x00224960,0x00224964,4
FUN_00224d70,0x00224D70,0x00224D78,8
Pl_damage_em0c_00,0x002258C0,0x002258C8,8
Pl_damage_em0c_01,0x00225D20,0x00225D30,16
Em0b_kui_init,0x00226400,0x00226404,4
Em0b_kui_move,0x002264F0,0x002264FC,12
Em0d_dm_ck,0x00226FF0,0x00226FF8,8
FUN_00227110,0x00227110,0x0022725C,328
FUN_00227290,0x00227290,0x0022749C,524
FUN_002274a0,0x002274A0,0x002274F8,88
FUN_002274f8,0x002274F8,0x00227690,160
FUN_00227648,0x00227648,0x00227668,32
FUN_00227668,0x00227668,0x00227678,16
FUN_00227830,0x00227830,0x00227A30,352
FUN_00227950,0x00227950,0x00227988,32
FUN_002279c0,0x002279C0,0x002279E4,36
FUN_00227a30,0x00227A30,0x00227A88,88
FUN_00227b50,0x00227B50,0x00227EAC,812
FUN_00227d50,0x00227D50,0x00227D80,48
FUN_00227eac,0x00227EAC,0x00227F04,88
Em0d_move,0x00227F30,0x00227F3C,12
FUN_00228350,0x00228350,0x002283A4,84
FUN_00228410,0x00228410,0x00228474,100
Em0d_R0_init,0x00228740,0x0022874C,12
FUN_00228bc0,0x00228BC0,0x00228BE4,36
FUN_00228cf0,0x00228CF0,0x00228CFC,12
FUN_00228d78,0x00228D78,0x00228DD0,88
FUN_00228e80,0x00228E80,0x00228EB4,52
FUN_00228ed0,0x00228ED0,0x00228EDC,12
FUN_00228f90,0x00228F90,0x00228FD4,68
FUN_00229230,0x00229230,0x002292AC,124
FUN_002296e0,0x002296E0,0x00229718,56
Em0d_R0_move,0x0022A270,0x0022A274,4
FUN_0022a5d0,0x0022A5D0,0x0022A650,128
FUN_0022a650,0x0022A650,0x0022A760,272
Em0d_R1_br_mv00,0x0022A780,0x0022A78C,12
FUN_0022a810,0x0022A810,0x0022A8BC,160
Em0d_R1_mv00,0x0022A8E0,0x0022A8E4,4
FUN_0022a940,0x0022A940,0x0022A984,68
FUN_0022aaa0,0x0022AAA0,0x0022AAA8,8
Em0d_R1_br_mv01,0x0022AAC0,0x0022AAC8,8
FUN_0022acb0,0x0022ACB0,0x0022ACC4,20
Em0d_R1_mv01,0x0022ACE0,0x0022ACE8,8
FUN_0022ae30,0x0022AE30,0x0022AE3C,12
FUN_0022ae40,0x0022AE40,0x0022AEF8,60
FUN_0022ae50,0x0022AE50,0x0022AE60,16
FUN_0022aef8,0x0022AEF8,0x0022AF28,48
FUN_0022af28,0x0022AF28,0x0022AF54,44
Em0d_R1_br_mv02,0x0022AF80,0x0022AF84,4
FUN_0022afa0,0x0022AFA0,0x0022B12C,356
FUN_0022b000,0x0022B000,0x0022B004,4
Em0d_R1_mv02,0x0022B170,0x0022B174,4
FUN_0022b188,0x0022B188,0x0022B2B0,232
FUN_0022b210,0x0022B210,0x0022B21C,12
FUN_0022b2c8,0x0022B2C8,0x0022B2D0,8
FUN_0022b2d0,0x0022B2D0,0x0022B304,52
FUN_0022b308,0x0022B308,0x0022B324,28
FUN_0022b3e8,0x0022B3E8,0x0022B5F0,224
FUN_0022b4c0,0x0022B4C0,0x0022B530,112
Em0d_R1_br_mv03,0x0022B610,0x0022B614,4
Em0d_R1_mv03,0x0022B720,0x0022B750,48
FUN_0022b750,0x0022B750,0x0022B8F4,196
FUN_0022b7b0,0x0022B7B0,0x0022B7C0,16
FUN_0022b7c0,0x0022B7C0,0x0022B7C4,4
Em0d_R1_br_mv04,0x0022B910,0x0022B918,8
Em0d_R1_mv04,0x0022B920,0x0022B924,4
FUN_0022ba40,0x0022BA40,0x0022BAB0,112
FUN_0022bc20,0x0022BC20,0x0022BC30,16
Em0d_R1_br_mv05,0x0022BC50,0x0022BC54,4
FUN_0022be20,0x0022BE20,0x0022BE8C,108
Em0d_R1_mv05,0x0022BEA0,0x0022BEB0,16
FUN_0022c110,0x0022C110,0x0022C12C,28
FUN_0022c1e0,0x0022C1E0,0x0022C1F4,20
Em0d_R1_br_mv06,0x0022C470,0x0022C474,4
Em0d_R1_mv06,0x0022C6C0,0x0022C6C8,8
FUN_0022c930,0x0022C930,0x0022CE7C,460
Em0d_R1_br_mv07,0x0022CEA0,0x0022CEA4,4
FUN_0022cf10,0x0022CF10,0x0022D0D0,404
Em0d_R1_mv07,0x0022D0F0,0x0022D0F4,4
Em0d_R1_br_mv08,0x0022D580,0x0022D588,8
Em0d_R1_mv08,0x0022D590,0x0022D598,8
Em0d_R1_br_mv09,0x0022DAA0,0x0022DAA8,8
Em0d_R1_mv09,0x0022DAB0,0x0022DAB8,8
Em0d_R1_br_mv0a,0x0022DAC0,0x0022DAC8,8
Em0d_R1_mv0a,0x0022DAD0,0x0022DAEC,28
Em0d_R1_br_mv0b,0x0022DE80,0x0022DE88,8
Em0d_R1_mv0b,0x0022DE90,0x0022DE9C,12
FUN_0022e400,0x0022E400,0x0022E40C,12
FUN_0022e424,0x0022E424,0x0022E580,304
FUN_0022e4c0,0x0022E4C0,0x0022E4EC,44
FUN_0022e580,0x0022E580,0x0022E5A0,32
FUN_0022e5f0,0x0022E5F0,0x0022E628,56
FUN_0022e680,0x0022E680,0x0022E690,16
FUN_0022e770,0x0022E770,0x0022E858,204
FUN_0022e9a4,0x0022E9A4,0x0022EA54,176
FUN_0022ead0,0x0022EAD0,0x0022EAFC,44
Em0d_R1_br_mv0c,0x0022EB20,0x0022EB28,8
Em0d_R1_mv0c,0x0022EB30,0x0022EB40,16
FUN_0022ec20,0x0022EC20,0x0022EC68,72
FUN_0022ece0,0x0022ECE0,0x0022ED68,136
FUN_0022edf0,0x0022EDF0,0x0022EE3C,76
Em0d_R1_br_mv0d,0x0022F0F0,0x0022F0F4,4
FUN_0022f1b0,0x0022F1B0,0x0022F3B0,468
Em0d_R1_mv0d,0x0022F3D0,0x0022F3D4,4
FUN_0022f440,0x0022F440,0x0022F464,36
FUN_0022f670,0x0022F670,0x0022F694,36
Em0d_R1_br_mv0f,0x0022F9A0,0x0022F9A8,8
Em0d_R1_mv0f,0x0022F9B0,0x0022FF64,344
FUN_0022fc50,0x0022FC50,0x0022FC94,68
Em0d_R1_br_mv16,0x0022FF80,0x0022FF88,8
Em0d_R1_mv16,0x0022FF90,0x0022FF94,4
FUN_0022ffd0,0x0022FFD0,0x0022FFE8,24
FUN_00230018,0x00230018,0x00230040,40
FUN_002300d0,0x002300D0,0x002300D1,1
FUN_00230148,0x00230148,0x002301D0,136
FUN_002301d0,0x002301D0,0x002302CC,248
Em0d_R1_br_mv17,0x00230340,0x00230398,88
Em0d_R1_mv17,0x002303A0,0x002303A4,4
Em0d_R1_br_mv18,0x00230650,0x00230658,8
Em0d_R1_mv18,0x00230660,0x00230668,8
Em0d_R0_damage,0x00230B70,0x00230D04,404
Em0d_R1_dm00,0x00230D20,0x00230D24,4
Em0d_R1_dm01,0x00230FF0,0x00230FF4,4
Em0d_R1_dm03,0x002312A0,0x00231514,204
Em0d_R0_die,0x00231590,0x002315B0,32
Em0d_R1_die00,0x002315B0,0x002315B4,4
FUN_00231a60,0x00231A60,0x00231AA8,72
FUN_00231aa8,0x00231AA8,0x00231AB0,8
Em0d_kui_init,0x00231B20,0x00231B48,40
Em0d_kui_move,0x00231B50,0x00231B5C,12
FUN_00231b60,0x00231B60,0x00231B6C,12
FUN_00231bd8,0x00231BD8,0x00231C10,56
FUN_00231c60,0x00231C60,0x00231CF8,152
FUN_00231d50,0x00231D50,0x00231D60,16
Em0d_morph,0x00232E20,0x00232E24,4
Em0d_hasami_kemuri,0x00232F60,0x00232F74,20
Em0d_dm_move,0x002331D0,0x00233564,916
Em0d_face_red,0x00233570,0x00233578,8
Em0d_devil_mode,0x00233A90,0x00233A98,8
Em0d_ev_end,0x00233D00,0x00233D04,4
Em0e_dm_ck,0x00233DD0,0x00233DDC,12
Em0e_move,0x00234970,0x0023497C,12
FUN_00234ca0,0x00234CA0,0x00234CAC,12
FUN_00234d60,0x00234D60,0x00234DA4,68
Em0e_R0_init,0x002359A0,0x002359B0,16
FUN_00235d60,0x00235D60,0x00235D6C,12
FUN_00235f40,0x00235F40,0x00235F80,64
Em0e_R0_move,0x002368E0,0x002368E8,8
FUN_00236d40,0x00236D40,0x00236E00,192
FUN_00236e00,0x00236E00,0x00236E0C,12
Em0e_R1_br_mv00,0x00236E50,0x00236EB4,100
Em0e_R1_mv00,0x00236EC0,0x00236F90,176
Em0e_R1_br_mv01,0x00237040,0x00237048,8
Em0e_R1_mv01,0x002373A0,0x002373A8,8
Em0e_R1_br_mv02,0x00237740,0x00237744,4
Em0e_R1_mv02,0x00237970,0x0023797C,12
Em0e_R1_br_mv03,0x002381E0,0x002381E4,4
Em0e_R1_mv03,0x00238410,0x00238418,8
FUN_00238420,0x00238420,0x002387CC,452
FUN_00238550,0x00238550,0x00238558,8
FUN_002385f0,0x002385F0,0x002386F4,148
Em0e_R1_br_mv04,0x002387F0,0x002388AC,188
Em0e_R1_mv04,0x002388B0,0x002388BC,12
FUN_00238c40,0x00238C40,0x00238CF0,176
FUN_00238cf0,0x00238CF0,0x00238D00,16
FUN_00238d00,0x00238D00,0x00238D0C,12
FUN_00238dc0,0x00238DC0,0x00238EF8,312
Em0e_R1_br_mv05,0x00238F20,0x00238F28,8
Em0e_R1_mv05,0x00238F30,0x002390F8,244
Em0e_R1_br_mv06,0x00239110,0x00239118,8
Em0e_R1_mv06,0x00239120,0x00239124,4
FUN_00239310,0x00239310,0x00239430,160
Em0e_R1_br_mv07,0x002397C0,0x002397C8,8
Em0e_R1_mv07,0x002397D0,0x002397D8,8
Em0e_R1_br_mv08,0x002397E0,0x002397E8,8
Em0e_R1_mv08,0x002397F0,0x002397F8,8
Em0e_R1_br_mv09,0x00239800,0x00239804,4
FUN_00239810,0x00239810,0x00239968,204
FUN_002398b0,0x002398B0,0x002398C4,20
Em0e_R1_mv09,0x002399A0,0x002399AC,12
FUN_00239a20,0x00239A20,0x00239A3C,28
FUN_00239b50,0x00239B50,0x00239BA8,88
FUN_00239d00,0x00239D00,0x00239D18,24
FUN_00239d60,0x00239D60,0x00239E10,176
FUN_00239e10,0x00239E10,0x00239E24,20
FUN_00239f20,0x00239F20,0x00239F2C,12
FUN_00239fb0,0x00239FB0,0x0023A068,184
Em0e_R1_br_mv0a,0x0023A270,0x0023A278,8
Em0e_R1_mv0a,0x0023A280,0x0023A288,8
Em0e_R1_br_mv0b,0x0023A290,0x0023A298,8
Em0e_R1_mv0b,0x0023A2A0,0x0023A2A8,8
Em0e_R1_br_mv0c,0x0023A2B0,0x0023A2B8,8
Em0e_R1_mv0c,0x0023A2C0,0x0023A2C8,8
Em0e_R1_br_mv0d,0x0023A2D0,0x0023A2D8,8
Em0e_R1_mv0d,0x0023A2E0,0x0023A2EC,12
FUN_0023a600,0x0023A600,0x0023A60C,12
Em0e_R1_br_mv0e,0x0023A9A0,0x0023AA04,100
Em0e_R1_mv0e,0x0023AA10,0x0023AA18,8
Em0e_R1_br_mv0f,0x0023AFD0,0x0023AFD8,8
Em0e_R1_mv0f,0x0023AFE0,0x0023AFE8,8
FUN_0023b230,0x0023B230,0x0023B2F0,72
FUN_0023b350,0x0023B350,0x0023B550,212
FUN_0023b4f0,0x0023B4F0,0x0023B510,32
FUN_0023b550,0x0023B550,0x0023B5C8,120
Em0e_R1_br_mv10,0x0023B5F0,0x0023B5F8,8
Em0e_R1_mv10,0x0023B600,0x0023B614,20
Em0e_R1_br_mv11,0x0023B920,0x0023B974,84
Em0e_R1_mv11,0x0023B980,0x0023B994,20
Em0e_R1_br_mv12,0x0023BAD0,0x0023BAD8,8
Em0e_R1_mv12,0x0023BAE0,0x0023BAF4,20
FUN_0023bcc0,0x0023BCC0,0x0023BCE0,32
Em0e_R1_br_mv13,0x0023BD20,0x0023BD28,8
Em0e_R1_mv13,0x0023BD30,0x0023BD38,8
Em0e_R1_br_mv14,0x0023C490,0x0023C498,8
Em0e_R1_mv14,0x0023C4A0,0x0023C4A4,4
Em0e_R1_br_mv15,0x0023CB20,0x0023CD58,568
Em0e_R1_mv15,0x0023CD60,0x0023CD68,8
Em0e_R1_br_mv16,0x0023D300,0x0023D308,8
Em0e_R1_mv16,0x0023D310,0x0023D318,8
Em0e_R1_br_mv17,0x0023DBF0,0x0023DBF8,8
Em0e_R1_mv17,0x0023DC00,0x0023DC08,8
Em0e_R1_br_mv18,0x0023E290,0x0023E298,8
Em0e_R1_mv18,0x0023E2A0,0x0023E3A0,100
Em0e_R0_damage,0x0023E460,0x0023E490,48
Em0e_R1_dm00,0x0023E490,0x0023E660,100
Em0e_R1_dm01,0x0023E720,0x0023E724,4
Em0e_R1_dm02,0x0023EB60,0x0023EB70,16
Em0e_R1_dm03,0x0023F3A0,0x0023F738,504
Em0e_R1_dm04,0x0023F750,0x0023FAE4,420
Em0e_R0_die,0x0023FB00,0x0023FB20,32
Em0e_R1_die00,0x0023FB20,0x0023FB24,4
Em0e_R0_reset,0x0023FE50,0x0023FE74,36
Em0e_R1_reset00,0x0023FE80,0x00240160,424
Em0e_R1_reset01,0x002401B0,0x00240490,424
Em0e_R1_reset02,0x002404E0,0x002404E8,8
Em0e_R1_reset03,0x002404F0,0x002404F8,8
Pl_damage_em0e_00,0x00240500,0x00240508,8
Pl_damage_em0e_01,0x00240A50,0x00240A54,4
Em0e_kama_init,0x00240CD0,0x00240CDC,12
Em0e_kama_move,0x00240FF0,0x00240FF4,4
Em0e_dm_move,0x00242C60,0x00242D40,224
FUN_00242d40,0x00242D40,0x00242F74,228
Em0e_body_kemuri,0x00242F80,0x00242F88,8
Em0e_pl_eff_cloud_of_dust,0x002430A0,0x002430E4,68
Em0e_hasi_init,0x002430F0,0x002430FC,12
Em0e_hasi_move,0x002431B0,0x002431B4,4
FUN_00243700,0x00243700,0x00243714,20
FUN_002441e0,0x002441E0,0x00244434,196
Get_height_pos_em0e,0x00244470,0x002444C4,84
Em0e_devil_mode,0x00244500,0x00244508,8
ectrl01_init00,0x00244770,0x002447B8,72
Ectrl_01,0x00244850,0x00244870,32
ectrl02_init00_t00,0x00244870,0x00244874,4
ectrl02_init00_t01,0x00244E00,0x00244E20,32
FUN_00244e20,0x00244E20,0x00244E98,116
ectrl02_init00_t02,0x00244EE0,0x00244F78,148
ectrl02_init00_t03,0x00244FC0,0x00244FC4,4
Ectrl_02,0x00245550,0x00245580,48
ectrl03_init00_t00,0x00245580,0x00245590,16
ectrl03_move10_t00,0x00245590,0x00245598,8
ectrl03_bom20_t00,0x002455A0,0x002455A8,8
ectrl03_init00_t01,0x002455B0,0x002455C0,16
ectrl03_move10_t01,0x002455C0,0x002455C8,8
ectrl03_bom20_t01,0x002455D0,0x002455D8,8
ectrl03_init00_t02,0x002455E0,0x00245600,32
FUN_00245600,0x00245600,0x00245614,20
ectrl03_move10_t02,0x002456D0,0x002456D4,4
ectrl03_bom20_t02,0x002457F0,0x002458FC,116
ectrl03_init00_t03,0x00245900,0x00245910,16
ectrl03_move10_t03,0x00245910,0x00245918,8
ectrl03_bom20_t03,0x00245920,0x00245928,8
ectrl03_init00_t04,0x00245930,0x00245940,16
ectrl03_move10_t04,0x00245940,0x00245948,8
ectrl03_end20_t04,0x00245950,0x00245958,8
ectrl03_init00_t05,0x00245960,0x00245994,52
ectrl03_move10_t05,0x00245A50,0x00245A54,4
ectrl03_bom20_t05,0x00245B70,0x00245C1C,116
ectrl03_init00_t06,0x00245C20,0x00245C54,52
ectrl03_move10_t06,0x00245D10,0x00245D14,4
ectrl03_bom20_t06,0x00245E30,0x00245E8C,92
Ectrl_03,0x00245E90,0x00245EC0,48
ectrl04_init00_t00,0x00245EC0,0x00245ED0,16
FUN_00245fe0,0x00245FE0,0x00245FE8,8
ectrl04_move10_t00,0x002460F0,0x002460FC,12
ectrl04_end20_t00,0x002462C0,0x00246354,148
ectrl04_tmp30_t00,0x00246360,0x00246368,8
ectrl04_init00_t01,0x00246370,0x0024637C,12
ectrl04_move10_t01,0x00246550,0x0024655C,12
ectrl04_end20_t01,0x002466D0,0x00246744,116
ectrl04_tmp30_t01,0x00246750,0x00246758,8
ectrl04_init00_t02,0x00246760,0x00246768,8
ectrl04_move10_t02,0x002468E0,0x002468F0,16
ectrl04_end20_t02,0x002469D0,0x00246A24,84
ectrl04_init00_t03,0x00246A30,0x00246A8C,92
ectrl04_move10_t03,0x00246AE0,0x00246AF0,16
ectrl04_end20_t03,0x00246BB0,0x00246BE4,52
ectrl04_init00_t04,0x00246BF0,0x00246BF4,4
FUN_00246da0,0x00246DA0,0x00246DD4,52
ectrl04_move10_t04,0x00246E90,0x00246EA0,16
ectrl04_end20_t04,0x00246F80,0x00246FD0,80
ectrl04_init00_t05,0x00246FD0,0x00246FE0,16
ectrl04_move10_t05,0x00247250,0x00247260,16
ectrl04_end20_t05,0x00247350,0x002473A0,80
ectrl04_init00_t06,0x002473A0,0x00247400,96
ectrl04_move10_t06,0x00247450,0x00247460,16
ectrl04_end20_t06,0x00247520,0x00247554,52
ectrl04_init00_t07,0x00247560,0x002475C0,96
ectrl04_move10_t07,0x00247610,0x00247620,16
ectrl04_end20_t07,0x002476F0,0x00247724,52
ectrl04_init00_t08,0x00247730,0x00247734,4
ectrl04_move10_t08,0x002478A0,0x002478AC,12
ectrl04_end20_t08,0x00247940,0x00247994,84
ectrl04_init00_t09,0x002479A0,0x002479AC,12
ectrl04_move10_t09,0x00247BC0,0x00247BD8,24
FUN_00247c00,0x00247C00,0x00247C04,4
ectrl04_end20_t09,0x00247C20,0x00247C94,116
ectrl04_init00_t0a,0x00247CA0,0x00247CA4,4
ectrl04_move10_t0a,0x00247F70,0x00247F80,16
ectrl04_end20_t0a,0x00248060,0x002480B0,80
Ectrl_04,0x002480B0,0x002480E0,48
ectrl05_init00_t00,0x002480E0,0x002480EC,12
ectrl05_move10_t00,0x002486B0,0x002486C0,16
ectrl05_init00_t01,0x002486C0,0x002486C4,4
FUN_00248840,0x00248840,0x00248860,32
ectrl05_move10_t01,0x00248C90,0x00248CA0,16
ectrl05_init00_t02,0x00248CA0,0x00248CAC,12
FUN_00249340,0x00249340,0x00249354,20
ectrl05_init00_t03,0x00249420,0x0024942C,12
Ectrl_05,0x00249A40,0x00249A70,48
ectrl06_move00_t00,0x00249A70,0x00249BF4,256
ectrl06_move00_t01,0x00249C90,0x00249E00,232
ectrl06_move00_t02,0x00249EA0,0x00249EA4,4
ectrl06_move00_t03,0x0024A050,0x0024A1CC,244
ectrl06_move00_t04,0x0024A260,0x0024A268,8
ectrl06_move00_t05,0x0024A270,0x0024A3D4,220
ectrl06_move00_t06,0x0024A460,0x0024A600,280
ectrl06_move00_t07,0x0024A6A0,0x0024A784,72
ectrl06_move00_t08,0x0024A7A0,0x0024A7D8,56
ectrl06_move00_t09,0x0024A8D0,0x0024A904,52
ectrl06_move00_t0a,0x0024A950,0x0024A988,56
ectrl06_move00_t0b,0x0024AAA0,0x0024AAA4,4
Ectrl_06,0x0024AD70,0x0024ADA0,48
ectrl0c_init00_t00,0x0024ADA0,0x0024AE0C,108
ectrl0c_move10_t00,0x0024AE90,0x0024AE9C,12
ectrl0c_init00_t01,0x0024AFE0,0x0024B04C,108
ectrl0c_move10_t01,0x0024B0D0,0x0024B0E0,16
ectrl0c_init00_t02,0x0024B0E0,0x0024B144,100
ectrl0c_move10_t02,0x0024B160,0x0024B1A0,64
Ectrl_0c,0x0024B1D0,0x0024B200,48
ectrl12_init00_t00,0x0024B200,0x0024B3DC,168
ectrl12_move10_t00,0x0024B430,0x0024B440,16
ectrl12_init00_t01,0x0024B440,0x0024B618,216
ectrl12_move10_t01,0x0024B630,0x0024B640,16
ectrl12_move20_t01,0x0024B640,0x0024B650,16
ectrl12_init00_t02,0x0024B650,0x0024B664,20
ectrl12_init00_t03,0x0024B6F0,0x0024B6F4,4
ectrl12_init00_t04,0x0024B830,0x0024BA10,168
ectrl12_init00_t05,0x0024BA60,0x0024BC48,168
ectrl12_move10_t05,0x0024BCA0,0x0024BCB0,16
ectrl12_init00_t06,0x0024BCB0,0x0024BE88,216
ectrl12_move10_t06,0x0024BEA0,0x0024BEB0,16
ectrl12_move20_t06,0x0024BEB0,0x0024BEC0,16
ectrl12_init00_t07,0x0024BEC0,0x0024BED4,20
ectrl12_init00_t08,0x0024BF70,0x0024BF74,4
ectrl12_init00_t09,0x0024C0B0,0x0024C0C4,20
ectrl12_init00_t0a,0x0024C160,0x0024C164,4
ectrl12_init00_t0b,0x0024C2A0,0x0024C488,168
ectrl12_init00_t0c,0x0024C4E0,0x0024C6B8,216
Ectrl_12,0x0024C6D0,0x0024C700,48
ectrl16_init00_t00,0x0024C700,0x0024C704,4
ectrl16_move10_t00,0x0024C7D0,0x0024C7E0,16
ectrl16_init00_t01,0x0024C7E0,0x0024C878,152
Ectrl_16,0x0024C8C0,0x0024C8F0,48
ectrl1b_init00,0x0024C8F0,0x0024CB30,76
ectrl1b_check10,0x0024CB40,0x0024CB48,8
ectrl1b_move20,0x0024D130,0x0024D140,16
Ectrl_1b,0x0024D7E0,0x0024D800,32
point_serch_connection_x,0x0024D800,0x0024D804,4
point_serch_connection_y,0x0024D910,0x0024D914,4
point_serch_connection_z,0x0024DA20,0x0024DA2C,12
ectrl1c_init00,0x0024DB20,0x0024DB2C,12
Ectrl_1c,0x0024DE90,0x0024DEB0,32
ectrl1d_init00_t00,0x0024DEB0,0x0024DEF0,64
ectrl1d_move10_t00,0x0024DF40,0x0024DF94,84
ectrl1d_move20_t00,0x0024DFE0,0x0024E00C,44
ectrl1d_end30_t00,0x0024E0E0,0x0024E0E8,8
ectrl1d_sub_item_light00,0x0024E0F0,0x0024E0F4,4
ectrl1d_sub_item_light01,0x0024E6F0,0x0024E6F4,4
Ectrl_1d,0x0024EAA0,0x0024EAC0,32
Md_com_work_set,0x0024EAC0,0x0024EAC4,4
Md_com_work_set_nm,0x0024EBC0,0x0024EC90,208
Md_mod_mapping,0x0024EC90,0x0024ED28,152
Md_vu_type_tbl_set,0x0024ED30,0x0024F15C,1068
Md_model_work_init,0x0024F1A0,0x0024F1A4,4
Md_model_work_init_pl,0x0024F270,0x0024F274,4
Md_make_tags,0x0024F300,0x0024F354,84
Md_make_tags_db,0x0024F360,0x0024F364,4
Md_make_tags_mirror_db,0x0024F960,0x0024F964,4
Md_parts_info_write,0x0024FF60,0x0024FF6C,12
Md_env_get_work,0x002500B0,0x002500B4,4
Md_obj_trans_set,0x002504C0,0x002504C8,8
